Rule,Author,Description,Strings,CVE
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s5 = ""[-] ERROR: Must supply logfile name."" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s6 = ""[-] There is a error...Create a new connection."" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s7 = ""[+] Accept a Client on port %d from %s"" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s8 = ""======================== htran V%s ======================="" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s9 = ""[-] Socket Listen error."" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s10 = ""[-] ERROR: open logfile"" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s11 = ""-slave  <ConnectHost> <ConnectPort> <TransmitHost> <TransmitPort>"" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s12 = ""[+] Make a Connection to %s:%d ......"" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s14 = ""Recv %5d bytes from %s:%d"" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s15 = ""[+] OK! I Closed The Two Socket."" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s16 = ""[+] Waiting another Client on port:%d...."" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s17 = ""[+] Accept a Client on port %d from %s ......"" fullword ascii",CVE not found
Anthem_DeepPanda_htran_exe,Florian Roth,Anthem Hack Deep Panda - htran-exe,"$s20 = ""-listen <ConnectPort> <TransmitPort>"" fullword ascii",CVE not found
Anthem_DeepPanda_Trojan_Kakfum,Florian Roth,Anthem Hack Deep Panda - Trojan.Kakfum sqlsrv32.dll,"$s0 = ""%SystemRoot%\\System32\\svchost.exe -k sqlserver"" fullword ascii",CVE not found
Anthem_DeepPanda_Trojan_Kakfum,Florian Roth,Anthem Hack Deep Panda - Trojan.Kakfum sqlsrv32.dll,"$s1 = ""%s\\sqlsrv32.dll"" fullword ascii",CVE not found
Anthem_DeepPanda_Trojan_Kakfum,Florian Roth,Anthem Hack Deep Panda - Trojan.Kakfum sqlsrv32.dll,"$s2 = ""%s\\sqlsrv64.dll"" fullword ascii",CVE not found
Anthem_DeepPanda_Trojan_Kakfum,Florian Roth,Anthem Hack Deep Panda - Trojan.Kakfum sqlsrv32.dll,"$s3 = ""%s\\%d.tmp"" fullword ascii",CVE not found
Anthem_DeepPanda_Trojan_Kakfum,Florian Roth,Anthem Hack Deep Panda - Trojan.Kakfum sqlsrv32.dll,"$s4 = ""ServiceMaix"" fullword ascii",CVE not found
Anthem_DeepPanda_Trojan_Kakfum,Florian Roth,Anthem Hack Deep Panda - Trojan.Kakfum sqlsrv32.dll,"$s15 = ""sqlserver"" fullword ascii",CVE not found
APT_DeputyDog_Fexel,ThreatConnect Intelligence Research Team,,"$180 = ""180.150.228.102"" wide ascii",CVE not found
APT_DeputyDog_Fexel,ThreatConnect Intelligence Research Team,,$0808cmd = {25 30 38 78 30 38 78 00 5C 00 63 00 6D 00 64 00 2E 00 65 00 78 00 65 [2-6] 43 00 61 00 6E 00 27 00 74 00 20 00 6F 00 70 00 65 00 6E 00 20 00 73 00 68 00 65 00 6C 00 6C 00 21},CVE not found
APT_DeputyDog_Fexel,ThreatConnect Intelligence Research Team,,"$cUp = ""Upload failed! [Remote error code:"" nocase wide ascii",CVE not found
APT_DeputyDog_Fexel,ThreatConnect Intelligence Research Team,,$DGGYDSYRL = {00 44 47 47 59 44 53 59 52 4C 00},CVE not found
APT_DeputyDog_Fexel,ThreatConnect Intelligence Research Team,,"$GDGSYDLYR = ""GDGSYDLYR_%"" wide ascii",CVE not found
APT_DeputyDog,FireEye Labs,detects string seen in samples used in 2013-3893 0day attacks,$mz = {4d 5a},CVE not found
APT_DeputyDog,FireEye Labs,detects string seen in samples used in 2013-3893 0day attacks,"$a = ""DGGYDSYRL""",CVE not found
apt_nix_elf_Derusbi_Linux_SharedMemCreation,@seifreed,,$byte1 = { B6 03 00 00 ?? 40 00 00 00 ?? 0D 5F 01 82 },CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$a1 = ""loadso"" wide ascii fullword",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$a2 = ""\nuname -a\n\n"" wide ascii",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$a3 = ""/dev/shm/.x11.id"" wide ascii",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$a4 = ""LxMain64"" wide ascii nocase",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$a5 = ""# \\u@\\h:\\w \\$ "" wide ascii",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$b1 = ""0123456789abcdefghijklmnopqrstuvwxyz"" wide",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$b2 = ""0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ"" wide",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$b3 = ""ret %d"" wide fullword",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$b4 = ""uname -a\n\n"" wide ascii",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$b5 = ""/proc/%u/cmdline"" wide ascii",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$b6 = ""/proc/self/exe"" wide ascii",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$b7 = ""cp -a %s %s"" wide ascii",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$c1 = ""/dev/pts/4"" wide ascii fullword",CVE-2019-1010266
apt_nix_elf_Derusbi_Linux_Strings,@seifreed,,"$c2 = ""/tmp/1408.log"" wide ascii fullword",CVE-2019-1010266
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_1 = ""USB"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_2 = ""RAM"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_3 = ""SHARE"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_4 = ""HOST: %s:%d""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_5 = ""POST""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_6 = ""User-Agent: Mozilla""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_7 = ""Proxy-Connection: Keep-Alive""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_8 = ""Connection: Keep-Alive""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_9 = ""Server: Apache""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_10 = ""HTTP/1.1""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_11 = ""ImagePath""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_12 = ""ZwUnloadDriver""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_13 = ""ZwLoadDriver""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_14 = ""ServiceMain""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_15 = ""regsvr32.exe""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_16 = ""/s /u"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_17 = ""rand""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_18 = ""_time64""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_19 = ""DllRegisterServer""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sa_20 = ""DllUnregisterServer""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,$sa_21 = { 8b [5] 8b ?? d3 ?? 83 ?? 08 30 [5] 40 3b [5] 72 } // Decode Driver,CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_1 = ""PCC_CMD_PACKET""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_2 = ""PCC_CMD""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_3 = ""PCC_BASEMOD""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_4 = ""PCC_PROXY""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_5 = ""PCC_SYS""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_6 = ""PCC_PROCESS""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_7 = ""PCC_FILE""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sb_8 = ""PCC_SOCK""",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sc_1 = ""bcdedit -set testsigning"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sc_2 = ""update.microsoft.com"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sc_3 = ""_crt_debugger_hook"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sc_4 = ""ue8G5"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sd_1 = ""NET"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sd_2 = ""\\\\.\\pipe\\%s"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sd_3 = "".dat"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sd_4 = ""CONNECT %s:%d"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$sd_5 = ""\\Device\\"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$se_1 = ""-%s-%04d"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$se_2 = ""-%04d"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$se_3 = ""FAL"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$se_4 = ""OK"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$se_5 = ""2.03"" wide ascii",CVE not found
apt_win_exe_trojan_derusbi,@seifreed,,"$se_6 = ""XXXXXXXXXXXXXXX"" wide ascii",CVE not found
Trojan_Derusbi,RSA_IR,,$b1 = {8b 15 ?? ?? ?? ?? 8b ce d3 ea 83 c6 ?? 30 90 ?? ?? ?? ?? 40 3b 05 ?? ?? ?? ?? 72 ??},CVE not found
Trojan_Derusbi,RSA_IR,,$b2 = {F3 5D 88 2E ?? ?? 00 00 BE 07 18 2E F0 5D 88 2E F7 5D 88 2E 0C A2 88 2E 4B 5D 88 2E F3 5D 88 2E},CVE not found
Trojan_Derusbi,RSA_IR,,$b3 = {4E E6 40 BB},CVE not found
Trojan_Derusbi,RSA_IR,,$b4 = {B1 19 BF 44},CVE not found
Trojan_Derusbi,RSA_IR,,$b5 = {6A F5 44 3D ?? ?? 00 00 27 AF D4 3D 69 F5 44 3D 6E F5 44 3D 95 0A 44 3D D2 F5 44 3D 6A F5 44 3D},CVE not found
Trojan_Derusbi,RSA_IR,,$b6 = {F3 5D 88 2E ?? ?? 00 00 BE 07 18 2E F0 5D 88 2E},CVE not found
Trojan_Derusbi,RSA_IR,,$b7 = {D6 D5 A4 A3 ?? ?? 00 00 9B 8F 34 A3 D5 D5 A4 A3 D2 D5 A4 A3 29 2A A4 A3},CVE not found
Trojan_Derusbi,RSA_IR,,$b8 = {C3 76 33 9F ?? ?? 00 00 8E 2C A3 9F C0 76 33 9F C7 76 33 9F 3C 89 33 9F},CVE not found
APT_Derusbi_DeepPanda,ThreatConnect Intelligence Research Team,,"$D = ""Dom4!nUserP4ss"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$2 = ""273ce6-b29f-90d618c0"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$A = ""Ace123dx"" fullword wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$A1 = ""Ace123dxl!"" fullword wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$A2 = ""Ace123dx!@#x"" fullword wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$C = ""/Catelog/login1.asp"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$DF = ""~DFTMP$$$$$.1"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$G = ""GET /Query.asp?loginid="" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$L = ""LoadConfigFromReg failded"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$L1 = ""LoadConfigFromBuildin success"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$ph = ""/photoe/photo.asp HTTP"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$PO = ""POST /photos/photo.asp"" wide ascii",CVE not found
APT_Derusbi_Gen,ThreatConnect Intelligence Research Team,,"$PC = ""PCC_IDENT"" wide ascii",CVE not found
derusbi_kernel,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Driver version,"$token1 = ""$$$--Hello""",CVE not found
derusbi_kernel,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Driver version,"$token2 = ""Wrod--$$$""",CVE not found
derusbi_kernel,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Driver version,"$cfg = ""XXXXXXXXXXXXXXX""",CVE not found
derusbi_kernel,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Driver version,"$class = "".?AVPCC_BASEMOD@@""",CVE not found
derusbi_kernel,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Driver version,"$MZ = ""MZ""",CVE not found
derusbi_linux,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Server Linux version,"$PS1 = ""PS1=RK# \\u@\\h:\\w \\$""",CVE not found
derusbi_linux,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Server Linux version,"$cmd = ""unset LS_OPTIONS;uname -a""",CVE not found
derusbi_linux,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Server Linux version,"$pname = ""[diskio]""",CVE not found
derusbi_linux,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Server Linux version,"$rkfile = ""/tmp/.secure""",CVE not found
derusbi_linux,Airbus Defence and Space Cybersecurity CSIRT - Fabien Perigaud,Derusbi Server Linux version,"$ELF = ""\x7fELF""",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$x1 = ""\\\\.\\pipe\\usbpcex%d"" fullword wide",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$x2 = ""\\\\.\\pipe\\usbpcg%d"" fullword wide",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$x3 = ""\\??\\pipe\\usbpcex%d"" fullword wide",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$x4 = ""\\??\\pipe\\usbpcg%d"" fullword wide",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$x5 = ""$$$--Hello"" fullword ascii",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$x6 = ""Wrod--$$$"" fullword ascii",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$s1 = ""\\Registry\\User\\%s\\Software\\Microsoft\\Windows\\CurrentVersion\\Internet Settings"" fullword wide",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$s2 = ""Update.dll"" fullword ascii",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$s3 = ""\\Registry\\Machine\\SYSTEM\\CurrentControlSet\\Control\\WMI"" fullword wide",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$s4 = ""\\Driver\\nsiproxy"" fullword wide",CVE not found
Derusbi_Kernel_Driver_WD_UDFS,Florian Roth,Detects Derusbi Kernel Driver,"$s5 = ""HOST: %s"" fullword ascii",CVE not found
Derusbi_Code_Signing_Cert,Florian Roth,Detects an executable signed with a certificate also used for Derusbi Trojan - suspicious,"$s1 = ""Fuqing Dawu Technology Co.,Ltd.0"" fullword ascii",CVE not found
Derusbi_Code_Signing_Cert,Florian Roth,Detects an executable signed with a certificate also used for Derusbi Trojan - suspicious,"$s2 = ""XL Games Co.,Ltd.0"" fullword ascii",CVE not found
Derusbi_Code_Signing_Cert,Florian Roth,Detects an executable signed with a certificate also used for Derusbi Trojan - suspicious,"$s3 = ""Wemade Entertainment co.,Ltd0"" fullword ascii",CVE not found
XOR_4byte_Key,Florian Roth,Detects an executable encrypted with a 4 byte XOR (also used for Derusbi Trojan),$s1 = { 85 C9 74 0A 31 06 01 1E 83 C6 04 49 EB F2 },CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$n1 = ""wscript.exe""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$n2 = ""cmd.exe""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s1 = ""CreateProcess""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s2 = ""VirtualAlloc""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s3 = ""WriteProcessMemory""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s4 = ""CreateRemoteThread""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s5 = ""LoadResource""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s6 = ""FindResource""",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$b1 = {33 C9 33 C0 E8 00 00 00 00 5E} //Clear Register, call+5, pop ESI",CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$b2 = /\xB9.{3}\x00\x81\xE9?.{3}\x00/ //subtraction for encoded data offset,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$b3 = {03 F1 83 C6 02} //Fix up position,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$b4 = {3E 8A 06 34 90 46} //XOR decode Key,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$b5 = {3E 30 06 46 49 83 F9 00 75 F6} //XOR routine and jmp to code,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$hpt_1 = {68 EC 97 03 0C} //api name hash value â€“ Global Alloc,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$hpt_2 = {68 54 CA AF 91} //api name hash value â€“ Virtual Alloc,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$hpt_3 = {68 8E 4E 0E EC} //api name hash value â€“ Load Library,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$hpt_4 = {68 AA FC 0D 7C} //api name hash value â€“ GetProc Addr,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$hpt_5 = {68 1B C6 46 79} //api name hash value â€“ Virtual Protect,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$hpt_6 = {68 F6 22 B9 7C} //api name hash value â€“ Global Free,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$henc_1 = {7B FF 84 10 1F} //api name hash value â€“ Global Alloc,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$henc_2 = {7B 47 D9 BC 82} //api name hash value â€“ Virtual Alloc,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$henc_3 = {7B 9D 5D 1D EC} //api name hash value â€“ Load Library,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$henc_4 = {7B B9 EF 1E 6F} //api name hash value â€“ GetProc Addr,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$henc_5 = {7B 08 D5 55 6A} //api name hash value â€“ Virtual Protect,CVE not found
ROKRAT_loader,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,$henc_6 = {7B E5 31 AA 6F} //api name hash value â€“ Global Free,CVE not found
ROKRAT_payload,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s1 = ""api.box.com/oauth2/token"" wide",CVE not found
ROKRAT_payload,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s2 = ""upload.box.com/api/2.0/files/content"" wide",CVE not found
ROKRAT_payload,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s3 = ""api.pcloud.com/uploadfile?path=%s&filename=%s&nopartial=1"" wide",CVE not found
ROKRAT_payload,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s4 = ""cloud-api.yandex.net/v1/disk/resources/download?path=%s"" wide",CVE not found
ROKRAT_payload,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s5 = ""SbieDll.dll""",CVE not found
ROKRAT_payload,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s6 = ""dbghelp.dll""",CVE not found
ROKRAT_payload,CarbonBlack Threat Research,Designed to catch loader observed used with ROKRAT malware,"$s7 = ""api_log.dll""",CVE not found
